Entity,Code,Day,Total confirmed cases of COVID-19,Total confirmed cases of COVID-19 (WHO),Total confirmed cases of COVID-19,738545-annotations
Canada,CAN,2020-02-13,9,7,7,
Canada,CAN,2020-02-14,9,7,7,
Canada,CAN,2020-02-15,9,7,8,
Canada,CAN,2020-02-16,9,7,8,
Canada,CAN,2020-02-17,10,7,8,
Canada,CAN,2020-02-18,10,8,8,
Canada,CAN,2020-02-19,10,8,8,
Canada,CAN,2020-02-20,11,8,8,
Canada,CAN,2020-02-21,13,8,9,
Canada,CAN,2020-02-22,14,8,9,
Canada,CAN,2020-02-23,15,9,9,
Canada,CAN,2020-02-24,16,9,9,
Canada,CAN,2020-02-25,19,10,11,
Canada,CAN,2020-02-26,20,10,11,
Canada,CAN,2020-02-27,22,11,12,
Canada,CAN,2020-02-28,28,11,14,
Canada,CAN,2020-02-29,33,14,16,
Canada,CAN,2020-03-01,38,19,20,
Canada,CAN,2020-03-02,45,19,24,
Canada,CAN,2020-03-03,51,27,27,
Canada,CAN,2020-03-04,59,30,30,
Canada,CAN,2020-03-05,71,30,33,
Canada,CAN,2020-03-06,90,45,45,
Canada,CAN,2020-03-07,98,51,51,
Canada,CAN,2020-03-08,120,57,57,
Canada,CAN,2020-03-09,144,62,62,
Canada,CAN,2020-03-10,165,77,77,
Canada,CAN,2020-03-11,228,93,93,
Canada,CAN,2020-03-12,289,93,103,
Canada,CAN,2020-03-13,386,138,138,
Canada,CAN,2020-03-14,453,176,176,
Canada,CAN,2020-03-15,549,244,244,
Canada,CAN,2020-03-16,700,304,304,
Canada,CAN,2020-03-17,854,424,424,
Cayman Islands,CYM,2020-03-13,1,,,
Cayman Islands,CYM,2020-03-14,1,1,,
Cayman Islands,CYM,2020-03-15,1,1,,
Cayman Islands,CYM,2020-03-16,1,1,,
Cayman Islands,CYM,2020-03-17,1,1,,
Central African Republic,CAF,2020-03-15,1,1,,
Central African Republic,CAF,2020-03-16,1,1,1,
Central African Republic,CAF,2020-03-17,1,1,1,
Chile,CHL,2020-02-23,2,,,
Chile,CHL,2020-02-24,2,,,
Chile,CHL,2020-02-25,2,,,
Chile,CHL,2020-02-26,2,,,
Chile,CHL,2020-02-27,2,,,
Chile,CHL,2020-02-28,2,,,
Chile,CHL,2020-02-29,2,,,
Chile,CHL,2020-03-01,9,,,
Chile,CHL,2020-03-02,9,,,
Chile,CHL,2020-03-03,10,,,
Chile,CHL,2020-03-04,10,1,1,
Chile,CHL,2020-03-05,13,1,3,
Chile,CHL,2020-03-06,13,1,4,
Chile,CHL,2020-03-07,13,5,5,
Chile,CHL,2020-03-08,20,5,,
Chile,CHL,2020-03-09,20,10,10,
Chile,CHL,2020-03-10,25,13,13,
Chile,CHL,2020-03-11,35,17,17,
Chile,CHL,2020-03-12,35,23,23,
Chile,CHL,2020-03-13,55,33,33,
Chile,CHL,2020-03-14,88,43,43,
Chile,CHL,2020-03-15,101,61,61,
Chile,CHL,2020-03-16,182,75,75,
Chile,CHL,2020-03-17,228,156,156,
China,CHN,2020-01-22,547,310,526,
China,CHN,2020-01-23,639,574,623,
China,CHN,2020-01-24,916,835,882,
China,CHN,2020-01-25,1399,1297,1323,
China,CHN,2020-01-26,2062,1985,1988,
China,CHN,2020-01-27,2863,2761,2775,
China,CHN,2020-01-28,5494,4537,4528,
China,CHN,2020-01-29,6070,5997,5994,
China,CHN,2020-01-30,8124,7736,7734,
China,CHN,2020-01-31,9783,9720,9714,
China,CHN,2020-02-01,11871,11821,11809,
China,CHN,2020-02-02,16607,14411,14399,
China,CHN,2020-02-03,19693,17238,17211,
China,CHN,2020-02-04,23680,20471,20448,
China,CHN,2020-02-05,27409,24363,24320,
China,CHN,2020-02-06,30553,28060,28047,
China,CHN,2020-02-07,34075,31211,31207,
China,CHN,2020-02-08,36778,34598,34625,
China,CHN,2020-02-09,39790,37251,37232,
China,CHN,2020-02-10,42306,40235,40206,
China,CHN,2020-02-11,44327,42708,42696,
China,CHN,2020-02-12,44699,44730,44724,
China,CHN,2020-02-13,59832,46550,59865,
China,CHN,2020-02-14,66292,48548,64021,
China,CHN,2020-02-15,68347,50054,66559,
China,CHN,2020-02-16,70446,51174,68566,
China,CHN,2020-02-17,72364,70635,70618,
China,CHN,2020-02-18,74139,72528,72508,
China,CHN,2020-02-19,74546,74280,74258,
China,CHN,2020-02-20,74999,74675,74652,
China,CHN,2020-02-21,75472,75569,75543,
China,CHN,2020-02-22,76922,76392,76369,
China,CHN,2020-02-23,76938,77042,77016,
China,CHN,2020-02-24,77152,77262,77234,
China,CHN,2020-02-25,77660,77780,77749,
China,CHN,2020-02-26,78065,78191,78159,
China,CHN,2020-02-27,78498,78630,78598,
China,CHN,2020-02-28,78824,78961,78927,
China,CHN,2020-02-29,79251,79394,79355,
China,CHN,2020-03-01,79826,79968,79929,
China,CHN,2020-03-02,80026,80174,80134,
China,CHN,2020-03-03,80151,80304,80261,
China,CHN,2020-03-04,80271,80422,80380,
China,CHN,2020-03-05,80422,80565,80497,
China,CHN,2020-03-06,80573,80711,80667,
China,CHN,2020-03-07,80652,80813,80768,
China,CHN,2020-03-08,80699,80859,80814,
China,CHN,2020-03-09,80735,80904,80859,
China,CHN,2020-03-10,80757,80924,80879,
China,CHN,2020-03-11,80785,80955,80908,
China,CHN,2020-03-12,80793,80981,80932,
China,CHN,2020-03-13,80801,80991,80954,
China,CHN,2020-03-14,80827,81021,80973,
China,CHN,2020-03-15,80848,81048,80995,
China,CHN,2020-03-16,80867,81077,81020,
China,CHN,2020-03-17,80884,81116,81063,
Colombia,COL,2020-03-06,1,,,
Colombia,COL,2020-03-07,1,1,1,
Colombia,COL,2020-03-08,1,1,,
Colombia,COL,2020-03-09,1,1,,
Colombia,COL,2020-03-10,3,3,3,
Colombia,COL,2020-03-11,9,3,,
Colombia,COL,2020-03-12,9,9,9,
Colombia,COL,2020-03-13,13,9,,
Colombia,COL,2020-03-14,22,16,16,
Colombia,COL,2020-03-15,34,24,34,
Colombia,COL,2020-03-16,57,24,45,
Colombia,COL,2020-03-17,75,45,57,
Congo,COG,2020-03-15,1,1,,
Congo,COG,2020-03-16,1,1,1,
Congo,COG,2020-03-17,1,1,1,
Costa Rica,CRI,2020-03-06,1,,,
Costa Rica,CRI,2020-03-07,1,,1,
Costa Rica,CRI,2020-03-08,5,5,,
Costa Rica,CRI,2020-03-09,9,9,5,
Costa Rica,CRI,2020-03-10,9,9,9,
Costa Rica,CRI,2020-03-11,13,13,13,
Costa Rica,CRI,2020-03-12,22,13,22,
Costa Rica,CRI,2020-03-13,23,22,23,
Costa Rica,CRI,2020-03-14,26,23,26,
Costa Rica,CRI,2020-03-15,27,23,27,
Costa Rica,CRI,2020-03-16,35,23,35,
Costa Rica,CRI,2020-03-17,41,41,41,
Cote d'Ivoire,CIV,2020-03-11,1,,,
Cote d'Ivoire,CIV,2020-03-12,1,1,1,
Cote d'Ivoire,CIV,2020-03-13,1,1,,
Cote d'Ivoire,CIV,2020-03-14,1,1,,
Cote d'Ivoire,CIV,2020-03-15,1,3,4,
Cote d'Ivoire,CIV,2020-03-16,1,3,4,
Cote d'Ivoire,CIV,2020-03-17,5,6,5,
Croatia,HRV,2020-02-25,1,,,
Croatia,HRV,2020-02-26,3,2,1,
Croatia,HRV,2020-02-27,3,3,2,
Croatia,HRV,2020-02-28,5,3,3,
Croatia,HRV,2020-02-29,6,5,5,
Croatia,HRV,2020-03-01,7,7,5,
Croatia,HRV,2020-03-02,7,7,7,
Croatia,HRV,2020-03-03,9,8,8,
Croatia,HRV,2020-03-04,10,9,9,
Croatia,HRV,2020-03-05,10,9,,
Croatia,HRV,2020-03-06,11,10,10,
Croatia,HRV,2020-03-07,12,11,11,
Croatia,HRV,2020-03-08,12,11,12,
Croatia,HRV,2020-03-09,12,11,,
Croatia,HRV,2020-03-10,14,12,,
Croatia,HRV,2020-03-11,19,16,13,
Croatia,HRV,2020-03-12,19,16,16,
Croatia,HRV,2020-03-13,32,16,25,
Croatia,HRV,2020-03-14,38,27,31,
Croatia,HRV,2020-03-15,49,37,37,
Croatia,HRV,2020-03-16,57,49,48,
Croatia,HRV,2020-03-17,65,56,56,
Cuba,CUB,2020-03-12,3,,3,
Cuba,CUB,2020-03-13,4,3,,
Cuba,CUB,2020-03-14,4,4,4,
Cuba,CUB,2020-03-15,4,4,4,
Cuba,CUB,2020-03-16,4,4,,
Cuba,CUB,2020-03-17,5,5,,
Curacao,CUW,2020-03-13,,,1,
Curacao,CUW,2020-03-14,1,,,
Curacao,CUW,2020-03-15,1,2,,
Curacao,CUW,2020-03-16,1,2,,
Curacao,CUW,2020-03-17,3,3,,
Cyprus,CYP,2020-03-10,2,2,2,
Cyprus,CYP,2020-03-11,2,2,,
Cyprus,CYP,2020-03-12,6,6,6,
Cyprus,CYP,2020-03-13,6,6,,
Cyprus,CYP,2020-03-14,14,14,14,
Cyprus,CYP,2020-03-15,21,21,21,
Cyprus,CYP,2020-03-16,30,33,30,
Cyprus,CYP,2020-03-17,40,33,40,
Czech Republic,,2020-03-02,,,3,
Czech Republic,,2020-03-03,,,5,
Czech Republic,,2020-03-04,,,5,
Czech Republic,,2020-03-05,,,8,
Czech Republic,,2020-03-06,,,12,
Czech Republic,,2020-03-07,,,19,
Czech Republic,,2020-03-08,,,26,
Czech Republic,,2020-03-09,,,32,
Czech Republic,,2020-03-10,,,40,
Czech Republic,,2020-03-11,,,63,
Czech Republic,,2020-03-12,,,94,
Czech Republic,,2020-03-13,,,116,
Czech Republic,,2020-03-14,,,150,
Czech Republic,,2020-03-15,,,214,
Czech Republic,,2020-03-16,,,298,
Czech Republic,,2020-03-17,,,344,
Czechia,CZE,2020-03-01,3,,,
Czechia,CZE,2020-03-02,3,3,,
Czechia,CZE,2020-03-03,5,3,,
Czechia,CZE,2020-03-04,8,5,,
Czechia,CZE,2020-03-05,12,5,,
Czechia,CZE,2020-03-06,18,12,,
Czechia,CZE,2020-03-07,19,12,,
Czechia,CZE,2020-03-08,31,26,,
Czechia,CZE,2020-03-09,31,32,,
Czechia,CZE,2020-03-10,41,38,,
Czechia,CZE,2020-03-11,91,61,,
Czechia,CZE,2020-03-12,94,94,,
Czechia,CZE,2020-03-13,141,116,,
Czechia,CZE,2020-03-14,189,150,,
Czechia,CZE,2020-03-15,253,214,,
Czechia,CZE,2020-03-16,298,298,,
Czechia,CZE,2020-03-17,396,383,,
Democratic Republic of Congo,COD,2020-03-11,1,1,1,
Democratic Republic of Congo,COD,2020-03-12,1,1,,
Democratic Republic of Congo,COD,2020-03-13,2,1,,
Democratic Republic of Congo,COD,2020-03-14,2,2,2,
Democratic Republic of Congo,COD,2020-03-15,2,2,2,
Democratic Republic of Congo,COD,2020-03-16,2,2,2,
Democratic Republic of Congo,COD,2020-03-17,3,3,3,
Denmark,DNK,2020-02-27,1,1,1,
Denmark,DNK,2020-02-28,1,1,1,
Denmark,DNK,2020-02-29,3,2,2,
Denmark,DNK,2020-03-01,4,3,3,
Denmark,DNK,2020-03-02,4,4,4,
Denmark,DNK,2020-03-03,6,5,5,
Denmark,DNK,2020-03-04,10,8,8,
Denmark,DNK,2020-03-05,10,10,10,
Denmark,DNK,2020-03-06,23,18,20,
Denmark,DNK,2020-03-07,23,23,23,
Denmark,DNK,2020-03-08,35,31,31,
Denmark,DNK,2020-03-09,90,36,38,
Denmark,DNK,2020-03-10,262,90,113,
Denmark,DNK,2020-03-11,442,262,264,
Denmark,DNK,2020-03-12,615,615,516,
Denmark,DNK,2020-03-13,801,674,676,
Denmark,DNK,2020-03-14,827,801,804,
Denmark,DNK,2020-03-15,864,827,827,
Denmark,DNK,2020-03-16,914,898,875,
Denmark,DNK,2020-03-17,977,960,932,
Dominican Republic,DOM,2020-03-01,1,,,
Dominican Republic,DOM,2020-03-02,1,1,1,
Dominican Republic,DOM,2020-03-03,1,1,,
Dominican Republic,DOM,2020-03-04,1,1,,
Dominican Republic,DOM,2020-03-05,1,1,,
Dominican Republic,DOM,2020-03-06,2,1,,
Dominican Republic,DOM,2020-03-07,2,1,2,
Dominican Republic,DOM,2020-03-08,5,1,,
Dominican Republic,DOM,2020-03-09,5,1,,
Dominican Republic,DOM,2020-03-10,5,5,5,
Dominican Republic,DOM,2020-03-11,5,5,,
Dominican Republic,DOM,2020-03-12,5,5,,
Dominican Republic,DOM,2020-03-13,5,5,,
Dominican Republic,DOM,2020-03-14,11,5,11,
Dominican Republic,DOM,2020-03-15,11,5,11,
Dominican Republic,DOM,2020-03-16,11,5,11,
Dominican Republic,DOM,2020-03-17,21,21,11,
Ecuador,ECU,2020-03-01,6,1,1,
Ecuador,ECU,2020-03-02,6,1,6,
Ecuador,ECU,2020-03-03,7,6,7,
Ecuador,ECU,2020-03-04,10,7,,
Ecuador,ECU,2020-03-05,13,7,10,
Ecuador,ECU,2020-03-06,13,13,13,
Ecuador,ECU,2020-03-07,13,14,,
Ecuador,ECU,2020-03-08,14,14,,
Ecuador,ECU,2020-03-09,15,15,14,
Ecuador,ECU,2020-03-10,15,15,15,
Ecuador,ECU,2020-03-11,17,15,17,
Ecuador,ECU,2020-03-12,17,17,,
Ecuador,ECU,2020-03-13,17,17,,
Ecuador,ECU,2020-03-14,28,23,23,
Ecuador,ECU,2020-03-15,28,23,28,
Ecuador,ECU,2020-03-16,37,37,37,
Ecuador,ECU,2020-03-17,58,58,58,
Egypt,EGY,2020-02-14,1,,,
Egypt,EGY,2020-02-15,1,1,1,
Egypt,EGY,2020-02-16,1,1,1,
Egypt,EGY,2020-02-17,1,1,1,
Egypt,EGY,2020-02-18,1,1,1,
Egypt,EGY,2020-02-19,1,1,1,
Egypt,EGY,2020-02-20,1,1,1,
Egypt,EGY,2020-02-21,1,1,1,
Egypt,EGY,2020-02-22,1,1,1,
Egypt,EGY,2020-02-23,1,1,1,
Egypt,EGY,2020-02-24,1,1,1,
Egypt,EGY,2020-02-25,1,1,1,
Egypt,EGY,2020-02-26,1,1,1,
Egypt,EGY,2020-02-27,1,1,1,
Egypt,EGY,2020-02-28,1,1,1,
Egypt,EGY,2020-02-29,1,1,1,
Egypt,EGY,2020-03-01,2,1,1,
Egypt,EGY,2020-03-02,2,2,2,
Egypt,EGY,2020-03-03,2,2,,
Egypt,EGY,2020-03-04,2,2,,
Egypt,EGY,2020-03-05,3,2,,
Egypt,EGY,2020-03-06,15,3,3,
Egypt,EGY,2020-03-07,15,3,15,
Egypt,EGY,2020-03-08,49,48,,
Egypt,EGY,2020-03-09,55,55,49,
Egypt,EGY,2020-03-10,59,59,55,
Egypt,EGY,2020-03-11,60,59,59,
Egypt,EGY,2020-03-12,67,67,60,
Egypt,EGY,2020-03-13,80,67,80,
Egypt,EGY,2020-03-14,109,93,93,
Egypt,EGY,2020-03-15,110,93,93,
Egypt,EGY,2020-03-16,150,126,110,
Egypt,EGY,2020-03-17,196,166,126,
Equatorial Guinea,GNQ,2020-03-15,1,1,1,
Equatorial Guinea,GNQ,2020-03-16,1,1,1,
Equatorial Guinea,GNQ,2020-03-17,1,1,1,
Estonia,EST,2020-02-27,1,1,,
Estonia,EST,2020-02-28,1,1,1,
Estonia,EST,2020-02-29,1,1,1,
Estonia,EST,2020-03-01,1,1,1,
Estonia,EST,2020-03-02,1,1,1,
Estonia,EST,2020-03-03,2,1,,
Estonia,EST,2020-03-04,2,2,2,
Estonia,EST,2020-03-05,3,2,,
Estonia,EST,2020-03-06,10,3,5,
Estonia,EST,2020-03-07,10,10,10,
Estonia,EST,2020-03-08,10,10,,
Estonia,EST,2020-03-09,10,10,,
Estonia,EST,2020-03-10,12,10,,
Estonia,EST,2020-03-11,16,13,13,
Estonia,EST,2020-03-12,16,13,16,
Estonia,EST,2020-03-13,79,13,27,
Estonia,EST,2020-03-14,115,79,79,
Estonia,EST,2020-03-15,171,79,115,
Estonia,EST,2020-03-16,205,205,171,
Estonia,EST,2020-03-17,225,205,205,
Eswatini,SWZ,2020-03-14,1,,,
Eswatini,SWZ,2020-03-15,1,1,,
Eswatini,SWZ,2020-03-16,1,1,,
Eswatini,SWZ,2020-03-17,1,1,,
Ethiopia,ETH,2020-03-13,1,,,
Ethiopia,ETH,2020-03-14,1,1,1,
Ethiopia,ETH,2020-03-15,1,1,1,
Ethiopia,ETH,2020-03-16,5,1,4,
Ethiopia,ETH,2020-03-17,5,5,5,
Europe,,2020-01-24,2,,,
Europe,,2020-01-25,3,,3,
Europe,,2020-01-26,3,,3,
Europe,,2020-01-27,4,,3,
Europe,,2020-01-28,8,,4,
Europe,,2020-01-29,10,,8,
Europe,,2020-01-30,10,,10,
Europe,,2020-01-31,17,,15,
Europe,,2020-02-01,23,,22,
Europe,,2020-02-02,25,,23,
Europe,,2020-02-03,33,,24,
Europe,,2020-02-04,34,,27,
Europe,,2020-02-05,35,,29,
Europe,,2020-02-06,35,,29,
Europe,,2020-02-07,37,,31,
Europe,,2020-02-08,46,,37,
Europe,,2020-02-09,49,,37,
Europe,,2020-02-10,49,,42,
Europe,,2020-02-11,53,,43,
Europe,,2020-02-12,54,,45,
Europe,,2020-02-13,55,,46,
Europe,,2020-02-14,56,,46,
Europe,,2020-02-15,57,,46,
Europe,,2020-02-16,57,,46,
Europe,,2020-02-17,58,,47,
Europe,,2020-02-18,58,,47,
Europe,,2020-02-19,59,,47,
Europe,,2020-02-20,61,,47,
Europe,,2020-02-21,79,,47,
Europe,,2020-02-22,121,,61,
Europe,,2020-02-23,220,,124,
Europe,,2020-02-24,296,,177,
Europe,,2020-02-25,403,,275,
Europe,,2020-02-26,560,,384,
Europe,,2020-02-27,809,,490,
Europe,,2020-02-28,1143,,831,
Europe,,2020-02-29,1495,,1151,
Europe,,2020-03-01,2251,,1578,
Europe,,2020-03-02,2811,,2284,
Europe,,2020-03-03,3515,,2842,
Europe,,2020-03-04,4560,,3602,
Europe,,2020-03-05,5908,,4639,
Europe,,2020-03-06,7749,,6227,
Europe,,2020-03-07,9943,,8239,
Europe,,2020-03-08,12316,,10478,
Europe,,2020-03-09,15572,,13284,
Europe,,2020-03-10,18878,,16933,
Europe,,2020-03-11,24126,,20347,
Europe,,2020-03-12,28957,,26226,
Europe,,2020-03-13,39299,,33764,
Europe,,2020-03-14,47208,,41614,
Europe,,2020-03-15,55959,,50906,
Europe,,2020-03-16,66736,,60211,
Europe,,2020-03-17,77404,,71159,
European Union,,2020-01-24,2,,,
European Union,,2020-01-25,3,,3,
European Union,,2020-01-26,3,,3,
European Union,,2020-01-27,4,,3,
European Union,,2020-01-28,8,,4,
European Union,,2020-01-29,10,,8,
European Union,,2020-01-30,10,,10,
European Union,,2020-01-31,13,,15,
European Union,,2020-02-01,19,,18,
European Union,,2020-02-02,21,,19,
European Union,,2020-02-03,23,,20,
European Union,,2020-02-04,24,,23,
European Union,,2020-02-05,24,,24,
European Union,,2020-02-06,24,,24,
European Union,,2020-02-07,26,,25,
European Union,,2020-02-08,31,,31,
European Union,,2020-02-09,33,,31,
European Union,,2020-02-10,33,,32,
European Union,,2020-02-11,36,,32,
European Union,,2020-02-12,36,,34,
European Union,,2020-02-13,36,,34,
European Union,,2020-02-14,36,,34,
European Union,,2020-02-15,37,,34,
European Union,,2020-02-16,37,,34,
European Union,,2020-02-17,37,,35,
European Union,,2020-02-18,37,,35,
European Union,,2020-02-19,37,,35,
European Union,,2020-02-20,37,,35,
European Union,,2020-02-21,54,,35,
European Union,,2020-02-22,96,,49,
European Union,,2020-02-23,190,,111,
European Union,,2020-02-24,264,,164,
European Union,,2020-02-25,366,,262,
European Union,,2020-02-26,518,,368,
European Union,,2020-02-27,753,,467,
European Union,,2020-02-28,1068,,792,
European Union,,2020-02-29,1394,,1096,
European Union,,2020-03-01,2102,,1496,
European Union,,2020-03-02,2596,,2178,
European Union,,2020-03-03,3210,,2697,
European Union,,2020-03-04,4118,,3385,
European Union,,2020-03-05,5344,,4306,
European Union,,2020-03-06,6957,,5759,
European Union,,2020-03-07,8993,,7551,
European Union,,2020-03-08,11205,,9605,
European Union,,2020-03-09,14228,,12246,
European Union,,2020-03-10,16915,,15747,
European Union,,2020-03-11,21353,,18777,
European Union,,2020-03-12,25538,,23978,
European Union,,2020-03-13,34511,,30694,
European Union,,2020-03-14,41656,,37736,
European Union,,2020-03-15,48942,,45941,
European Union,,2020-03-16,58901,,53765,
European Union,,2020-03-17,67967,,64073,
Faroe Islands,FRO,2020-03-04,1,,,
Faroe Islands,FRO,2020-03-05,1,,,
Faroe Islands,FRO,2020-03-06,1,,1,
Faroe Islands,FRO,2020-03-07,1,,2,
Faroe Islands,FRO,2020-03-08,2,1,3,
Faroe Islands,FRO,2020-03-09,2,2,3,
Faroe Islands,FRO,2020-03-10,2,2,3,
Faroe Islands,FRO,2020-03-11,2,2,3,
Faroe Islands,FRO,2020-03-12,2,2,3,
Faroe Islands,FRO,2020-03-13,3,2,3,
Faroe Islands,FRO,2020-03-14,9,3,3,
Faroe Islands,FRO,2020-03-15,11,9,3,
Faroe Islands,FRO,2020-03-16,18,11,9,
Faroe Islands,FRO,2020-03-17,47,47,11,
Finland,FIN,2020-01-29,1,,,
Finland,FIN,2020-01-30,1,1,1,
Finland,FIN,2020-01-31,1,1,1,
Finland,FIN,2020-02-01,1,1,1,
Finland,FIN,2020-02-02,1,1,1,
Finland,FIN,2020-02-03,1,1,1,
Finland,FIN,2020-02-04,1,1,1,
Finland,FIN,2020-02-05,1,1,1,
Finland,FIN,2020-02-06,1,1,1,
Finland,FIN,2020-02-07,1,1,1,
Finland,FIN,2020-02-08,1,1,1,
Finland,FIN,2020-02-09,1,1,1,
Finland,FIN,2020-02-10,1,1,1,
Finland,FIN,2020-02-11,2,1,1,
Finland,FIN,2020-02-12,2,1,1,
Finland,FIN,2020-02-13,2,1,1,
Finland,FIN,2020-02-14,2,1,1,
Finland,FIN,2020-02-15,2,1,1,
Finland,FIN,2020-02-16,2,1,1,
Finland,FIN,2020-02-17,2,1,1,
Finland,FIN,2020-02-18,2,1,1,
Finland,FIN,2020-02-19,2,1,1,
Finland,FIN,2020-02-20,2,1,1,
Finland,FIN,2020-02-21,2,1,1,
Finland,FIN,2020-02-22,2,1,1,
Finland,FIN,2020-02-23,3,1,1,
Finland,FIN,2020-02-24,3,1,1,
Finland,FIN,2020-02-25,3,1,1,
Finland,FIN,2020-02-26,4,1,1,
Finland,FIN,2020-02-27,4,2,2,
Finland,FIN,2020-02-28,5,2,2,
Finland,FIN,2020-02-29,8,2,3,
Finland,FIN,2020-03-01,9,2,3,
Finland,FIN,2020-03-02,10,6,6,
Finland,FIN,2020-03-03,10,7,,
Finland,FIN,2020-03-04,14,7,7,
Finland,FIN,2020-03-05,20,7,,
Finland,FIN,2020-03-06,21,12,12,
Finland,FIN,2020-03-07,28,19,19,
Finland,FIN,2020-03-08,35,19,,
Finland,FIN,2020-03-09,44,30,30,
Finland,FIN,2020-03-10,61,40,40,
Finland,FIN,2020-03-11,115,40,,
Finland,FIN,2020-03-12,191,40,59,
Finland,FIN,2020-03-13,251,109,155,
Finland,FIN,2020-03-14,279,109,183,
Finland,FIN,2020-03-15,308,210,210,
Finland,FIN,2020-03-16,361,267,267,
Finland,FIN,2020-03-17,413,272,272,
France,FRA,2020-01-24,2,,,
France,FRA,2020-01-25,3,3,3,
France,FRA,2020-01-26,3,3,3,
France,FRA,2020-01-27,3,3,3,
France,FRA,2020-01-28,4,3,3,
France,FRA,2020-01-29,5,4,4,
France,FRA,2020-01-30,5,5,5,
France,FRA,2020-01-31,5,6,6,
France,FRA,2020-02-01,6,6,6,
France,FRA,2020-02-02,6,6,6,
France,FRA,2020-02-03,6,6,6,
France,FRA,2020-02-04,6,6,6,
France,FRA,2020-02-05,6,6,6,
France,FRA,2020-02-06,6,6,6,
France,FRA,2020-02-07,6,6,6,
France,FRA,2020-02-08,11,6,11,
France,FRA,2020-02-09,11,11,11,
France,FRA,2020-02-10,11,11,11,
France,FRA,2020-02-11,11,11,11,
France,FRA,2020-02-12,11,11,11,
France,FRA,2020-02-13,11,11,11,
France,FRA,2020-02-14,11,11,11,
France,FRA,2020-02-15,12,11,11,
France,FRA,2020-02-16,12,12,11,
France,FRA,2020-02-17,12,12,12,
France,FRA,2020-02-18,12,12,12,
France,FRA,2020-02-19,12,12,12,
France,FRA,2020-02-20,12,12,12,
France,FRA,2020-02-21,12,12,12,
France,FRA,2020-02-22,12,12,12,
France,FRA,2020-02-23,12,12,12,
France,FRA,2020-02-24,12,12,12,
France,FRA,2020-02-25,14,12,12,
France,FRA,2020-02-26,18,12,14,
France,FRA,2020-02-27,38,18,17,
France,FRA,2020-02-28,57,38,38,
France,FRA,2020-02-29,100,57,57,
France,FRA,2020-03-01,130,100,100,
France,FRA,2020-03-02,191,100,130,
France,FRA,2020-03-03,212,191,178,
France,FRA,2020-03-04,288,212,212,
France,FRA,2020-03-05,426,282,285,
France,FRA,2020-03-06,616,420,423,
France,FRA,2020-03-07,948,613,613,
France,FRA,2020-03-08,1125,706,716,
France,FRA,2020-03-09,1411,1116,1126,
France,FRA,2020-03-10,1783,1402,1412,
France,FRA,2020-03-11,2293,1774,1784,
France,FRA,2020-03-12,2293,2269,2281,
France,FRA,2020-03-13,3678,2860,2876,
France,FRA,2020-03-14,4493,3640,3661,
France,FRA,2020-03-15,4529,4469,4499,
France,FRA,2020-03-16,6680,5380,5423,
France,FRA,2020-03-17,7712,6573,6633,
French Guiana,GUF,2020-03-08,,5,,
French Guiana,GUF,2020-03-09,,5,,
French Guiana,GUF,2020-03-10,,5,,
French Guiana,GUF,2020-03-11,,5,,
French Guiana,GUF,2020-03-12,,5,,
French Guiana,GUF,2020-03-13,,6,,
French Guiana,GUF,2020-03-14,,6,,
French Guiana,GUF,2020-03-15,,7,,
French Guiana,GUF,2020-03-16,,7,,
French Guiana,GUF,2020-03-17,,7,,
French Polynesia,PYF,2020-03-12,,1,,
French Polynesia,PYF,2020-03-13,3,1,,
French Polynesia,PYF,2020-03-14,3,1,,
French Polynesia,PYF,2020-03-15,3,3,,
French Polynesia,PYF,2020-03-16,3,3,,
French Polynesia,PYF,2020-03-17,3,3,,
Gabon,GAB,2020-03-13,,,1,
Gabon,GAB,2020-03-14,1,1,,
Gabon,GAB,2020-03-15,1,1,1,
Gabon,GAB,2020-03-16,1,1,1,
Gabon,GAB,2020-03-17,1,1,1,
Gambia,GMB,2020-03-17,1,,,
Georgia,GEO,2020-02-26,1,,,
Georgia,GEO,2020-02-27,1,1,1,
Georgia,GEO,2020-02-28,1,1,1,
Georgia,GEO,2020-02-29,1,2,2,
Georgia,GEO,2020-03-01,3,3,3,
Georgia,GEO,2020-03-02,3,3,3,
Georgia,GEO,2020-03-03,3,3,,
Georgia,GEO,2020-03-04,3,3,,
Georgia,GEO,2020-03-05,4,3,3,
Georgia,GEO,2020-03-06,4,9,9,
Georgia,GEO,2020-03-07,4,9,,
Georgia,GEO,2020-03-08,13,12,12,
Georgia,GEO,2020-03-09,15,13,13,
Georgia,GEO,2020-03-10,15,15,15,
Georgia,GEO,2020-03-11,24,23,23,
Georgia,GEO,2020-03-12,24,23,24,
Georgia,GEO,2020-03-13,25,25,25,
Georgia,GEO,2020-03-14,30,25,30,
Georgia,GEO,2020-03-15,33,30,30,
Georgia,GEO,2020-03-16,33,33,30,
Georgia,GEO,2020-03-17,34,33,33,
Germany,DEU,2020-01-27,1,,,
Germany,DEU,2020-01-28,4,1,1,
Germany,DEU,2020-01-29,4,4,4,
Germany,DEU,2020-01-30,4,4,4,
Germany,DEU,2020-01-31,5,5,5,
Germany,DEU,2020-02-01,8,7,7,
Germany,DEU,2020-02-02,10,8,8,
Germany,DEU,2020-02-03,12,10,9,
Germany,DEU,2020-02-04,12,12,11,
Germany,DEU,2020-02-05,12,12,11,
Germany,DEU,2020-02-06,12,12,11,
